,File_Name,Content,Category,Complete_Filename
454,455.txt,"                    Qantas considers offshore option
0  Australian airline Qantas could transfer as ma...
1  Chief executive Geoff Dixon was quoted by The ...
2  Qantas confirmed it was looking at whether it ...
3  Despite making a record Australian dollars 648...
4  Unions reacted angrily to the reported disclos...",business,455.txt-business
455,456.txt,"                    Gazprom 'in $36m back-tax claim'
0  The nuclear unit of Russian energy giant Gazpr...
1  Vedomosti newspaper reported that Russian auth...
2  Gazprom is one of the key players in the compl...",business,456.txt-business
456,457.txt,"                         Germany calls for EU reform
0  German Chancellor Gerhard Schroeder has called...
1  Mr Schroeder said existing fiscal rules should...
2  The current EU rules limit the size of a euroz...
3  Mr Schroeder - a staunch supporter of the pact...
4  Deficits should be allowed to rise above 3%, M...",business,457.txt-business
457,458.txt,"                     Parmalat founder offers apology
0  The founder and former boss of Parmalat has ap...
1  Calisto Tanzi said he would co-operate fully w...
2  Prosecutors are seeking indictments against Mr...
3  ""I apologise to all who have suffered so much ...",business,458.txt-business
458,459.txt,"                     'Golden economic period' to end
0  Ten years of ""golden"" economic performance may...
1  The UK economy could suffer a backlash from th...
2  In its quarterly economic review, Deloitte sai...
3  But it warned that this growth had been achiev...
4  Economic growth is likely to be constrained du...",business,459.txt-business
459,460.txt,"                    Jobs go at Oracle after takeover
0  Oracle has announced it is cutting about 5,000...
1  The company said it would retain more than 90%...
2  In a statement, Oracle said it began notifying...
3  Correspondents say 6,000 job losses had been e...",business,460.txt-business
460,461.txt,"                   Beijingers fume over parking fees
0  Choking traffic jams in Beijing are prompting ...
1  Car ownership has risen fast in recent years, ...
2  Sports fans who drive to matches may also find...",business,461.txt-business
461,462.txt,"                      GM issues 2005 profits warning
0  General Motors has warned that it expects earn...
1  The world's biggest car maker is grappling wit...
2  GM, whose brands include Buick, Cadillac and C...
3  It said it would deliver a shareholder payout ...",business,462.txt-business
462,463.txt,"                   US economy still growing says Fed
0  Most areas of the US saw their economy continu...
1  Of the 12 US regions it identifies for the stu...
2  ""Labour markets firmed in a number of district...",business,463.txt-business
463,464.txt,"                   Wall Street cool to eBay's profit
0  Shares in online auction house eBay fell 9.8% ...
1  Despite seeing net profits rise by 44% to $205...
2  Excluding special items, eBay's profit was 33 ...
3  ""I think Wall Street has gotten a bit ahead of...",business,464.txt-business
464,465.txt,"                   WorldCom trial starts in New York
0  The trial of Bernie Ebbers, former chief execu...
1  Mr Ebbers, 63, is accused of being the masterm...
2  Under Mr Ebbers' leadership, WorldCom emerged ...",business,465.txt-business
465,466.txt,"                     High fuel costs hit US airlines
0  Two of the largest airlines in the US - Americ...
1  American Airlines' parent AMR reported a loss ...
2  AMR's shares were flat in Wednesday morning tr...",business,466.txt-business
466,467.txt,"                    European losses hit GM's profits
0  General Motors (GM) saw its net profits fall 3...
1  The US giant earned $630m (£481.5m) in the Oct...
2  Excluding special items, GM's global income fr...",business,467.txt-business
467,468.txt,"                    EU to probe Alitalia 'state aid'
0  The European Commission has officially launche...
1  Commission officials are to look at Rome's pro...
2  The matter of possible state aid was brought t...",business,468.txt-business
468,469.txt,"                     IMF agrees fresh Turkey funding
0  Turkey has agreed a draft proposal with the In...
1  Turkey's current $18.6bn loan agreement with t...
2  Economic growth has average 6-7% in the past t...
3  The Turkish economics minister, Ali Babacan, s...
4  The agreement would also enable Turkey to defe...
5  As part of the draft agreement, Turkey has sig...",business,469.txt-business
469,470.txt,"                   Saudi investor picks up the Savoy
0  London's famous Savoy hotel has been sold to a...
1  Financial details of the deal, which includes ...",business,470.txt-business
470,471.txt,"                    Tsunami slows Sri Lanka's growth
0  Sri Lanka's president has launched a reconstru...
1  President Kumaratunga said it was now importan...
2  Separately, the International Labour Organisat...
3  Prime Minister Mahinda Rajapakse laid the foun...
4  The IMF said that the Sri Lankan authorities' ...",business,471.txt-business
471,472.txt,"                    China suspends 26 power projects
0  China has ordered a halt to construction work ...
1  The move is a surprising one because China is ...
2  Some of the projects may be allowed to start w...
3  The Three Gorges Dam has proved controversial ...",business,472.txt-business
472,473.txt,"                     Two Nigerian banks set to merge
0  Nigerian banks United Bank of Africa and Stand...
1  The deal is also in line with a 2004 directive...",business,473.txt-business
473,474.txt,"                      Virgin Blue shares plummet 20%
0  Shares in Australian budget airline Virgin Blu...
1  Virgin Blue said profits after tax for the yea...",business,474.txt-business
474,475.txt,"                   Watchdog probes Vivendi bond sale
0  French stock market regulator AMF has filed co...
1  It believes the prospectus for a bond issue wa...
2  Vivendi has said it believes there is ""no lega...",business,475.txt-business
475,476.txt,"                            Saudi NCCI's shares soar
0  Shares in Saudi Arabia's National Company for ...
1  They were trading 84% above the offer price on...
2  Previously, only NCCI has been legally allowed...",business,476.txt-business
476,477.txt,"                   JP Morgan admits US slavery links
0  Thousands of slaves were accepted as collatera...
1  The admission is part of an apology sent to JP...
2  Because of defaults by plantation owners, Citi...",business,477.txt-business
477,478.txt,"                    Egypt and Israel seal trade deal
0  In a sign of a thaw in relations between Egypt...
1  The protocol, signed in Cairo, will establish ...
2  The protocol establishing the zones has been s...
3  Egyptian President Hosni Mubarak has described...",business,478.txt-business
478,479.txt,"                    Ford gains from finance not cars
0  Ford, the US car company, reported higher four...
1  Net income for 2004 was $3.5bn (£1.87bn) - up ...
2  Though car and truck loan profits saved the da...
3  Yesterday General Motor's results also showed ...
4  ""We also confronted operating challenges with ...",business,479.txt-business
479,480.txt,"                    Wipro beats forecasts once again
0  Wipro, India's third-biggest software firm, ha...
1  Net income in the last quarter was 4.3bn rupee...
2  ""On the face of it, the results don't look ver...",business,480.txt-business
480,481.txt,"                    Christmas sales worst since 1981
0  UK retail sales fell in December, failing to m...
1  Retail sales dropped by 1% on the month in Dec...
2  The last time retailers endured a tougher Chri...
3  The ONS echoed an earlier caution from Bank of...
4  However, reports from some High Street retaile...
5  And a British Retail Consortium survey found t...",business,481.txt-business
481,482.txt,"                     Businesses fail to plan for HIV
0  Companies fail to draw up plans to cope with H...
1  The finding comes in a report published on Thu...
2  Dr Taylor described the level of action taken ...
3  One company that does have a plan is Anglo-Ame...
4  Over the last two years the company has implem...
5  ""Companies should encourage all workers to kno...
6  The WEF report concludes that businesses need ...",business,482.txt-business
482,483.txt,"                   Ailing EuroDisney vows turnaround
0  EuroDisney, the European home of Mickey Mouse ...
1  The sale is the last part of a plan to restruc...
2  EuroDisney remains Europe's largest single tou...",business,483.txt-business
483,484.txt,"                   UK young top Euro earnings league
0  British children enjoy the highest average ann...
1  Children in the UK between the ages of 10 and ...
2  Datamonitor adds that British teenagers are ke...
3  British teenage girls, compared to their count...",business,484.txt-business
484,485.txt,"                   Swiss cement firm in buying spree
0  Swiss cement firm Holcim has bid $800m (£429m)...
1  It plans to buy Associated Cement Companies (A...
2  The deal with Aggregates will give Holcim, the...
3  If the Indian deals go ahead, it will give Hol...",business,485.txt-business
485,486.txt,"               India's Reliance family feud heats up
0  The ongoing public spat between the two heirs ...
1  Anil Ambani, vice-chairman of India Petrochemi...
2  It is understood that the board also considere...",business,486.txt-business
486,487.txt,"            World leaders gather to face uncertainty
0  More than 2,000 business and political leaders...
1  The Brazilian city of Porto Alegre will host t...
2  The organisers of the Brazilian gathering, whi...
3  Ultimately, the forum will be dominated by bus...
4  But much of the media focus will be on the pol...
5  Ukraine's new president, Viktor Yushchenko, is...
6  The European Union's top leaders, among them G...
7  Microsoft founder Bill Gates, the world's rich...",business,487.txt-business
487,488.txt,"                   US budget deficit to reach $368bn
0  The US budget deficit is set to hit a worse-th...
1  The cost of military operations still needs to...
2  The budget deficit hit a record $412bn in the ...",business,488.txt-business
488,489.txt,"                   Criminal probe on Citigroup deals
0  Traders at US banking giant Citigroup are faci...
1  The deal saw the sale of 11bn euros ($14.4bn; ...
2  Germany's financial watchdog BaFin told BBC Ne...",business,489.txt-business
489,490.txt,"                    Brazil jobless rate hits new low
0  Brazil's unemployment rate fell to its lowest ...
1  The Brazilian Institute for Geography and Stat...
2  This improvement can be attributed to the coun...",business,490.txt-business
490,491.txt,"                    Indonesia 'declines debt freeze'
0  Indonesia no longer needs the debt freeze offe...
1  Indonesia, which originally accepted the debt ...
2  The 19 member countries of the Paris Club are ...",business,491.txt-business
491,492.txt,"                     Parmalat bank barred from suing
0  Bank of America has been banned from suing Par...
1  The bank - along with investors, auditors and ...",business,492.txt-business
492,493.txt,"                        China continues rapid growth
0  China's economy has expanded by a breakneck 9....
1  The news may mean more limits on investment an...
2  Still, consumer prices - at 2.4% - rose faster...
3  Despite the apparent rebalancing of the econom...
4  China's economy is not only gathering speed th...",business,493.txt-business
493,494.txt,"                     SEC to rethink post-Enron rules
0  The US stock market watchdog's chairman has sa...
1  In a speech at the London School of Economics,...
2  The Act comes into force in mid-2005. It oblig...
3  Firms that break the new law could face huge f...
4  The 300-shareholder threshold has drawn anger ...
5  ""We should seek a solution that will preserve ...
6  A delegation of European firms visited the SEC...
7  It was led by Digby Jones, director general of...",business,494.txt-business
494,495.txt,"                   BBC poll indicates economic gloom
0  Citizens in a majority of nations surveyed in ...
1  Most respondents also said their national econ...
2  The poll of 22,953 people was conducted by the...
3  The countries where people were most optimisti...",business,495.txt-business
495,496.txt,"                      Europe asks Asia for euro help
0  European leaders say Asian states must let the...
1  The European single currency has shot up to su...
2  China is seen as the main culprit, with export...",business,496.txt-business
496,497.txt,"                     FBI agent colludes with analyst
0  A former FBI agent and an internet stock picke...
1  A New York court ruled that former FBI man Jef...
2  Mr Royer was convicted of racketeering, securi...
3  The charges carry sentences of up to 20 years....",business,497.txt-business
497,498.txt,"                   Millions go missing at China bank
0  Two senior officials at one of China's top com...
1  The pair both worked at Bank of China in the n...
2  They shared a $45bn state bailout in 2003, to ...
3  However, a report in the China-published Econo...
4  China's banks used to act as cash offices for ...",business,498.txt-business
498,499.txt,"                    China Aviation seeks rescue deal
0  Scandal-hit jet fuel supplier China Aviation O...
1  The firm said it hoped to pay $100m now and an...
2  Among the creditors whose backing CAO needs fo...",business,499.txt-business
499,500.txt,"                    Low-cost airlines hit Eurotunnel
0  Channel Tunnel operator Eurotunnel has seen sa...
1  The firm said sales were down 4% in 2004 to 78...
2  The cross-Channel truck market is improving, E...
3  Eurotunnel is still struggling with debts of m...",business,500.txt-business
500,501.txt,"                    Water firm Suez in Argentina row
0  A conflict between the Argentine State and wat...
1  The firm, which serves the province of Buenos ...
2  Mr De Vido said that the Argentine state would...
3  He has said a contribution could be made in re...
4  In Argentina, Suez's subsidiary, which has bee...",business,501.txt-business
501,502.txt,"                    Algeria hit by further gas riots
0  Algeria suffered a weekend of violent protests...
1  Demonstrators in a number of regions blocked r...
2  Demonstrators took to the streets last week wh...",business,502.txt-business
502,503.txt,"                    India's Maruti sees profits jump
0  India's biggest carmaker Maruti has reported a...
1  Net profit surged 70% to 2.39bn rupees ($54.98...
2  Demand in India also has been driven by the po...
3  Figures show that only eight people per thousa...",business,503.txt-business
503,504.txt,"                   Aids and climate top Davos agenda
0  Climate change and the fight against Aids are ...
1  Some 2,000 business and political leaders from...
2  The themes to be stressed by Mr Blair - whose ...
3  economic power to Iraq's future after this Sun...
4  Unlike previous years, protests against the WE...
5  In contrast, the Davos forum is dominated by b...",business,504.txt-business
504,505.txt,"                     China now top trader with Japan
0  China overtook the US to become Japan's bigges...
1  China accounted for 20.1% of Japan's trade in ...
2  Trade with the US during 2004 was hurt by one-...",business,505.txt-business
505,506.txt,"                  Trial begins of Spain's top banker
0  The trial of Emilio Botin, the chairman of Spa...
1  Mr Botin is accused of misusing the bank's fun...
2  The high-profile case began after two Santande...",business,506.txt-business
506,507.txt,"                     UK economy ends year with spurt
0  The UK economy grew by an estimated 3.1% in 20...
1  The figure is in line with Treasury and Bank o...
2  The annual figure marked out the best year sin...
3  The ONS said the services sector, which accoun...
4  However, output in the production sector contr...
5  Simon Rubinsohn, chief economist at Gerrard, s...",business,507.txt-business
507,508.txt,"                   HealthSouth ex-boss goes on trial
0  The former head of US medical services firm He...
1  Richard Scrushy, 52, is accused of ""directing""...
2  ""We will present evidence that Richard Scrushy...",business,508.txt-business
508,509.txt,"                     Euro firms miss out on optimism
0  More than 90% of large companies around the wo...
1  Their biggest worries are not terror threats, ...
2  Global business leaders say that they are faci...
3  Already, about 28% of the bosses polled for th...
4  According to Frank Brown, global advisory lead...
5  - For the survey, PricewaterhouseCoopers inter...",business,509.txt-business
509,510.txt,"                     Lacroix label bought by US firm
0  Luxury goods group LVMH has sold its loss-maki...
1  The Paris-based firm has been shedding non-cor...",business,510.txt-business
510,001.txt,"                    Gallery unveils interactive tree
0  A Christmas tree that can receive text message...
1  The spruce has an antenna which can receive Bl...
2  The plain green Norway spruce is displayed in ...",entertainment,001.txt-entertainment
511,002.txt,"                   Jarre joins fairytale celebration
0  French musician Jean-Michel Jarre is to perfor...
1  Denmark is holding a three-day celebration of ...
2  ""Bloom recognizes the darker aspects of Anders...",entertainment,002.txt-entertainment
512,003.txt,"                    Musical treatment for Capra film
0  The classic film It's A Wonderful Life is to b...
1  Frank Capra's 1946 movie starring James Stewar...
2  A series of workshops have been held in London...",entertainment,003.txt-entertainment
513,004.txt,"                   Richard and Judy choose top books
0  The 10 authors shortlisted for a Richard and J...
1  The TV couple's interest in the book world coi...
2  ""There's no doubt that this year's selection o...",entertainment,004.txt-entertainment
514,005.txt,"                   Poppins musical gets flying start
0  The stage adaptation of children's film Mary P...
1  Sir Cameron Mackintosh's lavish production, wh...
2  The show's director Richard Eyre issued a warn...",entertainment,005.txt-entertainment
515,006.txt,"                   Bennett play takes theatre prizes
0  The History Boys by Alan Bennett has been name...
1  Set in a grammar school, the play also earned ...
2  Partly based upon Alan Bennett's experience as...
3  Paul Rhys was its best Shakespearean performer...",entertainment,006.txt-entertainment
516,007.txt,"                     Levy tipped for Whitbread prize
0  Novelist Andrea Levy is favourite to win the m...
1  The book has already won the Orange Prize for ...
2  The five writers in line for the award won the...
3  The other contenders include Susan Fletcher fo...",entertainment,007.txt-entertainment
517,008.txt,"                     West End to honour finest shows
0  The West End is honouring its finest stars and...
1  The Producers, starring Nathan Lane and Lee Ev...
2  Pam Ferris, Victoria Hamilton and Kelly Reilly...
3  Festen is also shortlisted in the best designe...",entertainment,008.txt-entertainment
518,009.txt,"                    Da Vinci Code is 'lousy history'
0  The plot of an international bestseller that t...
1  The Da Vinci Code claims Jesus was not crucifi...
2  Writing his Christmas message in the Northern ...
3  ""Historical research shows that they present a...",entertainment,009.txt-entertainment
519,010.txt,"                       Uganda bans Vagina Monologues
0  Uganda's authorities have banned the play The ...
1  The Ugandan Media Council said the performance...
2  The show, which has been a controversial sell-...
3  But the work's author, US playwright Eve Ensle...",entertainment,010.txt-entertainment
520,011.txt,"                   Artists' secret postcards on sale
0  Postcards by artists including Damien Hirst an...
1  The identity of the artist remains unknown unt...
2  She said the people that had bought the famous...",entertainment,011.txt-entertainment
521,012.txt,"                     Neeson in bid to revive theatre
0  Hollywood film star Liam Neeson has held a din...
1  The Ballymena-born actor said that the theatre...
2  The Oscar-nominated actor, whose films include...
3  As well as Liam Neeson, it also launched the c...",entertainment,012.txt-entertainment
522,013.txt,"                    Levy takes Whitbread novel prize
0  Orange Prize winner Andrea Levy has seen her b...
1  She is now favourite to win the overall prize ...
2  Bookmaker William Hill has placed London-based...
3  Small Island, Levy's fourth novel, is set in p...
4  In the biography category it was John Guy's Th...",entertainment,013.txt-entertainment
523,014.txt,"                          Adventure tale tops awards
0  Young book fans have voted Fergus Crane, a sto...
1  Paul Stewart and Chris Riddell's book came top...
2  The prize, which is celebrating its 20th year,...",entertainment,014.txt-entertainment
524,015.txt,"                     Mutant book wins Guardian prize
0  A book about the evolution of mutants and the ...
1  Armand Marie Leroi, a lecturer at London's Imp...
2  The shortlist included Susanna Clarke's Jonath...",entertainment,015.txt-entertainment
525,016.txt,"              Arthur Hailey: King of the bestsellers
0  Novelist Arthur Hailey, who has died at the ag...
1  Born in Luton, Bedfordshire, on 5 April 1920, ...
2  ""I fell to daydreaming. I visualised the pilot...
3  The book was adapted into a hit film in 1970, ...",entertainment,016.txt-entertainment
526,017.txt,"                       Spark heads world Booker list
0  Dame Muriel Spark is among three British autho...
1  Doris Lessing and Ian McEwan have also been no...
2  Gabriel Garcia Marquez, Saul Bellow, Milan Kun...
3  But other past winners of the regular Booker P...
4  Margaret Atwood (Canada) Saul Bellow (Canada) ...",entertainment,017.txt-entertainment
527,018.txt,"                   Versace art portfolio up for sale
0  The art collection of murdered fashion designe...
1  Among the pictures for sale are works by Roy L...
2  Tobias Meyer, Sotheby's worldwide head of cont...",entertainment,018.txt-entertainment
528,019.txt,"                     Slater to star in Broadway play
0  Actor Christian Slater is stepping into the ro...
1  Slater, 35, is replacing actor Dallas Roberts ...
2  He has also starred in a number of films, incl...",entertainment,019.txt-entertainment
529,020.txt,"                   Public show for Reynolds portrait
0  Sir Joshua Reynolds' Portrait of Omai will get...
1  The Tate Gallery unsuccessfully tried to buy t...
2  In March 2004, the Tate managed to raise £12.5...",entertainment,020.txt-entertainment
530,021.txt,"                       Obituary: Dame Alicia Markova
0  Dame Alicia Markova, who has died in Bath aged...
1  She was born Lilian Alicia Marks in London in ...
2  From here, she toured Europe, playing in all t...
3  Her version of Giselle, all lightness and grac...
4  Alicia Markova spent World War II in the Unite...",entertainment,021.txt-entertainment
531,022.txt,"                     Fears raised over ballet future
0  Fewer children in the UK are following in the ...
1  New research from the Royal Academy of Dance (...
2  Hazel Gilbert, 23, an information manager from...
3  Currently, only two out of 16 principal dancer...
4  Aimed at children aged 10 to 13, it is hoped t...",entertainment,022.txt-entertainment
532,023.txt,"                    Famed music director Viotti dies
0  Conductor Marcello Viotti, director of Venice'...
1  Viotti, director of La Fenice since 2002, cond...
2  He conducted some of the best orchestras in th...
3  The last opera he directed at La Fenice was Ma...",entertainment,023.txt-entertainment
533,024.txt,"                   Paraguay novel wins US book prize
0  A novel set in 19th century Paraguay has won t...
1  Lily Tuck's The News From Paraguay is a fictio...
2  Sales of Blume's books have exceeded 75 millio...
3  This year's fiction panel overlooked high-prof...",entertainment,024.txt-entertainment
534,025.txt,"                    New Harry Potter tops book chart
0  Harry Potter and the Half-Blood Prince has top...
1  Thousands of customers placed pre-orders on th...
2  Harry Potter and the Half-Blood Prince takes u...",entertainment,025.txt-entertainment
535,026.txt,"                   UK's National Gallery in the pink
0  The National Gallery, home to some of the UK's...
1  Five million visitors made the London gallery ...
2  ""Our 2004 exhibition programme of El Greco, Ru...
3  It found that the figures had been boosted by ...",entertainment,026.txt-entertainment
536,027.txt,"                   Lit Idol begins search for author
0  The second Pop Idol-style search for literary ...
1  Writer Tony Cowell is among the judges who wil...
2  This year, the competition is specifically loo...
3  The final five will then have to read their wo...",entertainment,027.txt-entertainment
537,028.txt,"                   Potter director signs Warner deal
0  Harry Potter director Alfonso Cuaron has signe...
1  The Mexican film-maker, who directed Harry Pot...
2  The 2001 rites-of-passage drama about two teen...
3  It also won him and his brother Carlos, with w...
4  His first film for Warner Brothers was 1995's ...",entertainment,028.txt-entertainment
538,029.txt,"                       Baghdad Blogger on big screen
0  A film based on the internet musings of the ""B...
1  The film has been directed by the man who call...
2  Director Oday Rasheed made the film on discard...",entertainment,029.txt-entertainment
539,030.txt,"                     US critics laud comedy Sideways
0  Road trip comedy Sideways has had more praise ...
1  The Chicago Film Critics Association (CFCA) na...
2  Sideways has already been voted best film by c...",entertainment,030.txt-entertainment
540,031.txt,"                      Dirty Den's demise seen by 14m
0  More than 14 million people saw ""Dirty"" Den Wa...
1  Den's death came 16 years after he was suppose...
2  If the ratings are confirmed, the episode will...
3  Two years later, 24 million saw him apparently...",entertainment,031.txt-entertainment
541,032.txt,"                        Redford's vision of Sundance
0  Despite sporting a corduroy cap pulled low ove...
1  It's a rare downtown appearance for the man wh...
2  Smaller festivals like Slamdance and XDance, w...
3  ""People started to say we had gone mainstream ...
4  Redford wants the festival to encompass viewpo...
5  ""If we take that policy into the world, there ...",entertainment,032.txt-entertainment
542,033.txt,"  DVD review: Harry Potter and the Prisoner of Azkaban
0  This third Harry Potter film brought a change ...  
1  Gone are the warm, bright colours found in the...  
2  This is the first Potter film where you get so...  
3  It sounds corny. But Harry is no longer the wi...  ",entertainment,033.txt-entertainment
543,034.txt,"                        Vera Drake scoops film award
0  Oscar hopefuls Mike Leigh and Imelda Staunton ...
1  Vera Drake - Leigh's 1950s drama about a backs...
2  Leigh was presented with his winner's statuett...
3  Simon Pegg, who stars in and co-wrote Shaun of...",entertainment,034.txt-entertainment
544,035.txt,"                    Hundreds vie for best film Oscar
0  A total of 267 films are eligible for the best...
1  The Academy of Motion Picture, Arts and Scienc...
2  To be eligible for nomination a film must have...",entertainment,035.txt-entertainment
545,036.txt,"                    Hanks greeted at wintry premiere
0  Hollywood star Tom Hanks was in London's Leice...
1  The West End landmark was turned into a festiv...
2  ""I believe in the spirit of Christmas and I th...",entertainment,036.txt-entertainment
546,037.txt,"                   Film row over Pirates 'cannibals'
0  Plans to portray Dominica's Carib Indians as c...
1  Carib Chief Charles Williams said talks with D...
2  ""This cannot be perpetuated in movies."" Shooti...
3  About 3,000 Caribs live on the island of Domin...",entertainment,037.txt-entertainment
547,038.txt,"                    Stars gear up for Bafta ceremony
0  Film stars from across the globe are preparing...
1  The 2005 Orange British Academy Film Awards ar...
2  Other actors expected to add to the glamour of...
3  It is up against Eternal Sunshine of the Spotl...
4  DiCaprio faces competition from Bernal, Jamie ...",entertainment,038.txt-entertainment
548,039.txt,"                    Aviator 'creator' in Oscars snub
0  The man who said he got Oscar-nominated movie ...
1  Charles Evans Jr battled over his role with th...
2  Up to three producers can be named per film bu...
3  Ampas decided to limit the number of producers...",entertainment,039.txt-entertainment
549,040.txt,"                   Wine comedy up for six film gongs
0  Sideways, a wine-tasting comedy starring Paul ...
1  The awards are held on 26 February, the day be...
2  ""These awards, for better or worse, mean every...",entertainment,040.txt-entertainment
550,041.txt,"                   No ads for Passion Oscar campaign
0  Producer Mel Gibson will not be using paid adv...
1  Gibson and his Icon Productions partner Bruce ...",entertainment,041.txt-entertainment
551,042.txt,"                    Berlin honours S Korean director
0  South Korean film director Im Kwon-Taek has re...
1  Im, who has made more than 100 films in a 40-y...",entertainment,042.txt-entertainment
552,043.txt,"                    Stars pay tribute to actor Davis
0  Hollywood stars including Spike Lee, Burt Reyn...
1  Veteran star Ossie Davis, a well-known civil r...
2  The 87-year-old was found dead last weekend in...
3  ""I want so badly someday to have his dignity -...",entertainment,043.txt-entertainment
553,044.txt,"                     US actor Ossie Davis found dead
0  US actor Ossie Davis has been found dead at th...
1  Davis, who was married to actress Ruby Dee, wa...
2  Davis's body was discovered by his grandson an...
3  His film debut, in 1950, was in the film No Wa...",entertainment,044.txt-entertainment
554,045.txt,"                   Jugnot 'tops French actor league'
0  Actor Gerard Jugnot - star of the Oscar-nomina...
1  Jugnot made 5.45m Euros (£3.77m) last year, ac...
2  Godzilla star Jean Reno was France's second be...",entertainment,045.txt-entertainment
555,046.txt,"                    Howl helps boost Japan's cinemas
0  Japan's box office received a 3.8% boost last ...
1  The surge was led by animated movie Howl's Mov...
2  It was followed by Harry Potter and the Prison...",entertainment,046.txt-entertainment
556,047.txt,"                        Berlin applauds Hotel Rwanda
0  Political thriller Hotel Rwanda was given a ro...
1  The movie's star Don Cheadle also received a s...",entertainment,047.txt-entertainment
557,048.txt,"                    'Landmark movies' of 2004 hailed
0  US film professionals have declared Fahrenheit...
1  The American Film Institute (AFI) hailed Mel G...
2  It credited the screen legend's ""raw hypnotic ...
3  The AFI also questioned ""the long-term viabili...
4  The institute concluded the threat of regulati...",entertainment,048.txt-entertainment
558,049.txt,"                    De Niro film leads US box office
0  Film star Robert De Niro has returned to the t...
1  The thriller shot straight to the number one s...
2  In Hide and Seek, De Niro plays a widower whos...",entertainment,049.txt-entertainment
559,050.txt,"                     Willis sues over movie 'injury'
0  Actor Bruce Willis is suing Revolution Studios...
1  Willis is seeking medical expenses after he sa...
2  In Tears of the Sun Willis plays a US military...",entertainment,050.txt-entertainment
560,051.txt,"                        Foxx and Swank win US awards
0  Jamie Foxx and Hilary Swank have won the Scree...
1  Foxx's portrayal of late soul-singer Ray Charl...
2  The Screen Actors Guild (SAG) represents US fi...
3  ""Thank you for Ray Charles for just living so ...
4  He also praised the film director: ""Thank you ...
5  Both Foxx and Swank are now considered to be a...",entertainment,051.txt-entertainment
561,052.txt,"                   Spike Lee backs student directors
0  Film-maker Spike Lee says black representation...
1  The She Hate Me director urged students at his...
2  Returning to his old university, which educate...",entertainment,052.txt-entertainment
562,053.txt,"                     Horror film heads US box office
0  A low-budget horror film produced by Evil Dead...
1  Boogeyman, which focuses on a man who returns ...
2  The road-trip comedy Are We There Yet? and mul...
3  Boogeyman, which cost just $7m (£3.5m) to make...",entertainment,053.txt-entertainment
563,054.txt,"                        Mumbai bombs movie postponed
0  The release of a film about the Mumbai (Bombay...
1  Investigating the blasts which killed more tha...
2  Black Friday is based upon the novel of the sa...
3  They previously asked that a line from the mov...",entertainment,054.txt-entertainment
564,055.txt,"                                DVD review: I, Robot
0  Only one man recognises that robots are a thre...
1  Will Smith co-stars alongside more CGI robots ...
2  Remember the National Lottery's draw machines ...
3  But as long as you're not expecting a document...
4  Less flashy than a David Attenborough show and...",entertainment,055.txt-entertainment
565,056.txt,"                    Brando 'rejected Godfather role'
0  Late film star Marlon Brando is said to have r...
1  The actor's friend Budd Schulberg told Vanity ...
2  Schulberg told the magazine that Brando's assi...",entertainment,056.txt-entertainment
566,057.txt,"                    Dutch watch Van Gogh's last film
0  The last film to be made by the slain Dutch di...
1  Members of Van Gogh's family and celebrities a...
2  An animal rights activist was sentenced to 18 ...",entertainment,057.txt-entertainment
567,058.txt,"                        Berlin hails European cinema
0  Organisers say this year's Berlin Film Festiva...
1  Of the 21 films in competition for the Golden ...
2  However, Mr Kosslick refused to accept that wi...",entertainment,058.txt-entertainment
568,059.txt,"                   Sky takes over Oscar night mantle
0  Sky has signed a major new deal to broadcast t...
1  Sky said it was ""honoured to have won exclusiv...
2  Sky's coverage will launch with the nomination...
3  Sky first scooped Oscar rights from the BBC in...",entertainment,059.txt-entertainment
569,060.txt,"                    Snicket tops US box office chart
0  The film adaptation of Lemony Snicket novels h...
1  A Series of Unfortunate Events, starring Jim C...",entertainment,060.txt-entertainment
570,061.txt,"                      Director Nair's Vanity project
0  Indian film director Mira Nair has said she wa...
1  The book is one of the classics of English lit...
2  Since her 1988 debut feature Salaam Bombay! - ...
3  Her career peaked with Monsoon Wedding in 2001...
4  Nair also defended her decision to cast an Ame...
5  ""Thackeray describes Becky Sharp as a minx. Al...",entertainment,061.txt-entertainment
571,062.txt,"                         Spirit awards hail Sideways
0  The comedy Sideways has dominated this year's ...
1  It was named best film while Alexander Payne w...
2  The awards, now in their 20th year, are given ...",entertainment,062.txt-entertainment
572,063.txt,"                   Tautou film tops Cesar prize nods
0  French film A Very Long Engagement has receive...
1  The World War I romantic drama starring Audrey...
2  Last November a court judged the film was too ...
3  Best actors are Daniel Auteuil for 36, Mathieu...",entertainment,063.txt-entertainment
573,064.txt,"                    Hollywood ready for Oscars night
0  Hollywood is preparing for the biggest night i...
1  A host of stars are expected to grace the red ...
2  If the 74-year-old does win, he will become th...
3  Scorsese has never won the best director prize...
4  ""We have the bleep machine ready, but bleeps w...
5  He also played down fears that Rock, who is kn...",entertainment,064.txt-entertainment
574,065.txt,"                   Animation charms Japan box office
0  Oscar-winning director Hayao Miyazaki's latest...
1  Howl's Moving Castle is the follow-up to Miyaz...
2  The film is about an 18-year-old girl who is t...",entertainment,065.txt-entertainment
575,066.txt,"                   US box office set for record high
0  Ticket sales at the US box office are predicte...
1  Overall figures could be dampened by the lack ...
2  ""Many of the films that did well (with audienc...",entertainment,066.txt-entertainment
